,item,user,rating,timestamp,date
51303957,B01G7V1H0M,A2UPJHEHLZTTZW,5.0,1537747200,2018-09-24
51303956,B01G7V1H0M,A3DCJ2UFUGSN72,4.0,1537747200,2018-09-24
37962929,B01ENU0V5Q,A3DY7TRU2XLM4D,4.0,1537747200,2018-09-24
51283217,B01DH7M9TW,A1TF56NOL4UGUN,5.0,1537747200,2018-09-24
37962928,B01ENU0V5Q,A1ZO46LE6E4NSH,5.0,1537747200,2018-09-24
51299254,B01FKT9TW0,A3O0898T7NA7GB,5.0,1537747200,2018-09-24
37962930,B01ENU0V5Q,A1FXBS7GHDDKFI,5.0,1537747200,2018-09-24
51274287,1982944536,AWEBVBXFYK88P,3.0,1537747200,2018-09-24
37962931,B01ENU0V5Q,ARZUA76BAB80N,5.0,1537747200,2018-09-24
51276736,B01CIYURJE,AP5UVDOBFDFGB,3.0,1537747200,2018-09-24
51275763,098278192X,A20GJTY1ZKD233,5.0,1537747200,2018-09-24
51294508,B01F795MKQ,A3CM9ZABKBZYK0,5.0,1537747200,2018-09-24
51275762,098278192X,AMXPY2J2KB5M3,5.0,1537747200,2018-09-24
51276839,B01CJK9QIK,A1IBC4C71JAFS1,5.0,1537747200,2018-09-24
51307749,B01GW712JW,A1J1DIJMYKCB9J,5.0,1537747200,2018-09-24
51307748,B01GW712JW,A2A86JP64IQDD4,4.0,1537747200,2018-09-24
51280526,B01D27FGUQ,A2OMJVCBT09JTU,5.0,1537747200,2018-09-24
51309938,B01HB9Q7CW,A1WAJWOFBE4PPR,5.0,1537747200,2018-09-24
51309937,B01HB9Q7CW,A1QM7BI8JKPEDA,5.0,1537747200,2018-09-24
51274628,1720316910,A1TM4A904KN3YU,4.0,1537747200,2018-09-24
51307683,B01GVXMNWC,A35NNTSQ9PGIEF,4.0,1537747200,2018-09-24
51297137,B01FGM4H4Q,A2J5LM2DCUM1GL,5.0,1537747200,2018-09-24
37962932,B01ENU0V5Q,AMI929LFF76I6,5.0,1537747200,2018-09-24
51274253,031643650X,A294Z6I8NC4DWL,5.0,1537747200,2018-09-24
51297187,B01FGLSLPI,A2G2YBTLLVIB7Z,4.0,1537747200,2018-09-24
51296713,B01FFXBYAG,A1M2S5KRXZVRKN,5.0,1537747200,2018-09-24
51299869,B01FMVUECK,A1WUSP1GHE7H7E,4.0,1537747200,2018-09-24
51271011,0764212974,A2G5NHPSJNEPQN,5.0,1537660800,2018-09-23
51272366,006285156X,ATD1KGV00A90R,5.0,1537660800,2018-09-23
51277290,B01CMJIBJ8,A3T2YFVM9VYQC3,5.0,1537660800,2018-09-23
51309450,B01H7UJB78,A128P3QEQSQ7ZR,5.0,1537660800,2018-09-23
51270144,1335474609,A2748AP5BY6NU9,5.0,1537660800,2018-09-23
37940027,1501175513,A1SN660SYU68J6,4.0,1537660800,2018-09-23
51272364,006285156X,A1EOHHBY60LMVQ,5.0,1537660800,2018-09-23
51270143,1335474609,AF7IKL1FN52K7,5.0,1537660800,2018-09-23
37940028,1501175513,AJ99N21IJ1KVN,5.0,1537660800,2018-09-23
37940029,1501175513,AJQ9WH0FR3DCV,5.0,1537660800,2018-09-23
37940050,1501175513,A2JPLJJJ6DYPNP,5.0,1537660800,2018-09-23
37940049,1501175513,A2EV0J8LK55G9Q,5.0,1537660800,2018-09-23
37940048,1501175513,A1G37DFO8MQW0M,5.0,1537660800,2018-09-23
51272365,006285156X,A18QIB8TNNIQTD,5.0,1537660800,2018-09-23
51283513,B01DIK0T4K,A2PDVMX3CI7H19,4.0,1537660800,2018-09-23
51272363,006285156X,A1BR0GWJO5UK5I,5.0,1537660800,2018-09-23
51271559,1501175513,A2LIHDBMT3HJ3Z,5.0,1537660800,2018-09-23
51271552,1501175513,AEG8ZX35MR3N4,2.0,1537660800,2018-09-23
51271553,1501175513,A3DUJ6602TN0UN,5.0,1537660800,2018-09-23
51271554,1501175513,A5UDNC7824XS9,4.0,1537660800,2018-09-23
51271555,1501175513,AGX101NKUYZ5F,4.0,1537660800,2018-09-23
51271556,1501175513,A3OD2B8A0LKSHA,4.0,1537660800,2018-09-23
51271557,1501175513,A22M9ASBDE287J,5.0,1537660800,2018-09-23
51271558,1501175513,A299UJ70Q5GZ8Q,3.0,1537660800,2018-09-23
51271560,1501175513,A1I8XOKIDURFA,5.0,1537660800,2018-09-23
51271551,1501175513,A2UKKYS5PTCJ64,5.0,1537660800,2018-09-23
51272054,1628655240,A2ZEYDYE28S7B2,5.0,1537660800,2018-09-23
51270834,1580898076,A3AZI828WJN1CD,3.0,1537660800,2018-09-23
37940046,1501175513,A1F4OZPKH3CSKB,5.0,1537660800,2018-09-23
51272055,1628655240,A1UPHYCXYYECEK,5.0,1537660800,2018-09-23
51272066,1727062140,A1AGND5RL6P2CA,5.0,1537660800,2018-09-23
51272067,1727062140,A1O1ZVCUYYKXMM,5.0,1537660800,2018-09-23
51272068,1727062140,A9M1I8GOTQ7F5,5.0,1537660800,2018-09-23
37940047,1501175513,A3FYJ51Q27JHZM,5.0,1537660800,2018-09-23
51275767,098278192X,A1A4J0APYGJGDV,5.0,1537660800,2018-09-23
37940045,1501175513,A3PVNAH1XH34FM,5.0,1537660800,2018-09-23
51273665,1503901904,ARE71AD3XU7W3,5.0,1537660800,2018-09-23
51273667,1503901904,A3LO34NPAH2Z19,5.0,1537660800,2018-09-23
51273668,1503901904,A369HJH56USYP9,5.0,1537660800,2018-09-23
51273669,1503901904,ALRT0F1J2BEN5,5.0,1537660800,2018-09-23
37940035,1501175513,A7OU78H2MYFLX,5.0,1537660800,2018-09-23
51273670,1503901904,A1QPCI7K54Z4B,5.0,1537660800,2018-09-23
51273671,1503901904,A15ORM6PIO5VUX,5.0,1537660800,2018-09-23
37940036,1501175513,A2UY1QTW6M0UKO,3.0,1537660800,2018-09-23
51273680,1717817874,A2ZTVC2P4SHPSL,5.0,1537660800,2018-09-23
37940039,1501175513,A3FLDMK5CA21N3,4.0,1537660800,2018-09-23
51273735,1789330165,A3KJLQ0BJBCPXW,5.0,1537660800,2018-09-23
37940037,1501175513,A345UHP2RP5QIN,5.0,1537660800,2018-09-23
51273938,B01C6LCQSY,A3FA93L7JWESR,4.0,1537660800,2018-09-23
51299237,B01FKRE2KG,A3VLTGP10HG2N7,5.0,1537660800,2018-09-23
37943134,1503901904,A5ECS1R7F1TUD,5.0,1537660800,2018-09-23
37943135,1503901904,A21NHTBN82JUQG,5.0,1537660800,2018-09-23
37943136,1503901904,A3S3XNNHSRNWBN,5.0,1537660800,2018-09-23
37940038,1501175513,A1OWOOQAPFEYU6,3.0,1537660800,2018-09-23
51273746,1684330718,A1Q8W9UWRIB11F,5.0,1537660800,2018-09-23
51273745,1684330718,A2ZN6C51PHTKA6,2.0,1537660800,2018-09-23
51273666,1503901904,A1V0VIDWAWBZR8,5.0,1537660800,2018-09-23
37940034,1501175513,APB6Z7Y62M4K7,1.0,1537660800,2018-09-23
37940044,1501175513,A12EZ70U9YA88W,3.0,1537660800,2018-09-23
51302014,B01FYBQZAS,ABI4G54VGVNKQ,4.0,1537660800,2018-09-23
51276297,B01CFIEXIY,A1E9CKDI3NDJ89,4.0,1537660800,2018-09-23
51276296,B01CFIEXIY,AORB0Y788FNIB,5.0,1537660800,2018-09-23
37940030,1501175513,A807LED2SWG39,5.0,1537660800,2018-09-23
51275766,098278192X,A1ZVQD4LPGHEW3,5.0,1537660800,2018-09-23
51275765,098278192X,A3BCTYI3IKVG1M,5.0,1537660800,2018-09-23
51275764,098278192X,A33UUFWY9AS2EE,5.0,1537660800,2018-09-23
37940043,1501175513,A23FMWIWKK9P8E,5.0,1537660800,2018-09-23
37940042,1501175513,A3ODL5P80XON69,2.0,1537660800,2018-09-23
37940041,1501175513,A2SUXMERB0A050,5.0,1537660800,2018-09-23
37940040,1501175513,A2DQ8FJKFG5A5N,5.0,1537660800,2018-09-23
37940031,1501175513,A1JAEIZRO6QB99,5.0,1537660800,2018-09-23
37940032,1501175513,A2S7S054M676IB,5.0,1537660800,2018-09-23
37940033,1501175513,A3OS370I4HMHFB,5.0,1537660800,2018-09-23
51275076,8448849752,A1Y1MLB7D7SHPJ,5.0,1537660800,2018-09-23
51273329,1138956228,A1ROBJYW9X0H04,5.0,1537660800,2018-09-23
51274775,B01C8ZNEGG,A1PEGMVRBWNMR7,4.0,1537660800,2018-09-23
51274701,1419732498,A1OCGE4EAUBV7Y,5.0,1537660800,2018-09-23
51274667,1682640353,A1JQ34XETRII6O,5.0,1537660800,2018-09-23
51273524,1610399609,A213HM1KL9BFM9,5.0,1537660800,2018-09-23
51273937,B01C6LCQSY,A1MXW3BGAZW44D,5.0,1537660800,2018-09-23
51270835,1580898076,A2SAKMIORBVC1Z,3.0,1537660800,2018-09-23
51290881,B01ENNQ274,A3VY8Y9CQPF5T8,4.0,1537660800,2018-09-23
51292308,B01EV5F2XY,A1PB9PQ4WIBFW9,5.0,1537660800,2018-09-23
51280339,B01D1VTNES,A3B86YCG0JUGPA,4.0,1537660800,2018-09-23
51297138,B01FGM4H4Q,A62C4R7U9KHGZ,5.0,1537660800,2018-09-23
51307750,B01GW712JW,A39DQQY9XYOFJH,2.0,1537660800,2018-09-23
51307751,B01GW712JW,A8X28WOP8W4C6,4.0,1537660800,2018-09-23
37962933,B01ENU0V5Q,A3TLHY21NG0DC3,5.0,1537660800,2018-09-23
37962934,B01ENU0V5Q,A3PQRNU6LS713U,5.0,1537660800,2018-09-23
51297139,B01FGM4H4Q,AE8STY1FYA73M,5.0,1537660800,2018-09-23
51293970,B01F4GLZJO,A1P1EAVNPRJ9OK,4.0,1537660800,2018-09-23
51306100,B01GLVJ0GQ,A2RHKC61H578V7,5.0,1537660800,2018-09-23
51297140,B01FGM4H4Q,AXHPGJHLI4BGK,5.0,1537660800,2018-09-23
51304706,B01GDOQZ28,A1ZK4LO7QBLB9O,5.0,1537660800,2018-09-23
51308120,B01GZ97UKW,AULS5BFRFSOE,5.0,1537660800,2018-09-23
51304707,B01GDOQZ28,AN6YG3PBXMX19,5.0,1537660800,2018-09-23
51311159,B01HH8GJ20,A13Q1P2IAH8KE6,4.0,1537574400,2018-09-22
37940060,1501175513,A1ZNXM5PEJQUN7,5.0,1537574400,2018-09-22
37940059,1501175513,A3EIEZAOTKTMLL,5.0,1537574400,2018-09-22
51283770,B01DJS9KJ6,A3K7PWRX8GXJZP,5.0,1537574400,2018-09-22
37940058,1501175513,AYQF7K4U9E12D,5.0,1537574400,2018-09-22
37940057,1501175513,A3S3BCBT6LSV88,1.0,1537574400,2018-09-22
37940056,1501175513,AH5N6WR6ZXG7T,5.0,1537574400,2018-09-22
37940055,1501175513,AZ7MBVM9VU3E8,5.0,1537574400,2018-09-22
37940054,1501175513,A3NCNTWHIKMT94,5.0,1537574400,2018-09-22
37940053,1501175513,A2Z1QF6DR4IAUZ,5.0,1537574400,2018-09-22
37940085,1501175513,A35BYHVZARCL39,5.0,1537574400,2018-09-22
37940061,1501175513,A3JJ9NLO8YT4LH,5.0,1537574400,2018-09-22
37940052,1501175513,A38W8NS065PQC7,2.0,1537574400,2018-09-22
37940051,1501175513,AGE9CGK9IAUUJ,5.0,1537574400,2018-09-22
51272370,006285156X,A2IS0HMGVYJKV7,5.0,1537574400,2018-09-22
37938677,1335474609,A109AZNBTD6DQZ,5.0,1537574400,2018-09-22
51272369,006285156X,A3VVO2AAIE7LIZ,5.0,1537574400,2018-09-22
37938676,1335474609,A1COOVMO0QJUIV,5.0,1537574400,2018-09-22
37938675,1335474609,AXI1VOQ64JLIT,5.0,1537574400,2018-09-22
37938674,1335474609,A47AFZ174KMXR,5.0,1537574400,2018-09-22
51303958,B01G7V1H0M,A1UO99SJWDW1G1,5.0,1537574400,2018-09-22
51303959,B01G7V1H0M,A1FO9GC1J8PRG5,5.0,1537574400,2018-09-22
51272371,006285156X,A35KPRO44ILLLJ,5.0,1537574400,2018-09-22
37940062,1501175513,A305NG4THHAH0O,5.0,1537574400,2018-09-22
37940084,1501175513,A1BGG7XROGYBC6,5.0,1537574400,2018-09-22
37940076,1501175513,A2NCUPKSHWT1SY,4.0,1537574400,2018-09-22
37940083,1501175513,A2SWQIG9T6IQ4T,5.0,1537574400,2018-09-22
37940082,1501175513,A3NU026OT9LVC,5.0,1537574400,2018-09-22
37940081,1501175513,A132FIF7PBEC0Y,4.0,1537574400,2018-09-22
37940080,1501175513,A31D4XUY4UGIY0,5.0,1537574400,2018-09-22
37940079,1501175513,A1R38PNIDDPG67,5.0,1537574400,2018-09-22
51272455,B01C2GFP5Y,A2GPHHDU9A4Y0K,5.0,1537574400,2018-09-22
51279476,B01CX3B320,A34AXZXHBGF7FM,5.0,1537574400,2018-09-22
37940078,1501175513,A3ROXAQX3S7R5V,5.0,1537574400,2018-09-22
37940077,1501175513,A2OANP7F2MWP1P,5.0,1537574400,2018-09-22
51272372,006285156X,A1VV7SABCH11X7,5.0,1537574400,2018-09-22
37940075,1501175513,A2Y9TY0EJP9KRB,1.0,1537574400,2018-09-22
37940063,1501175513,A1S5U72FW8ZGDT,5.0,1537574400,2018-09-22
37940074,1501175513,A2PDW41C5ZOMM7,5.0,1537574400,2018-09-22
37940073,1501175513,A211GMNT1HY28Q,5.0,1537574400,2018-09-22
37940072,1501175513,A15D36AZFTEIGL,5.0,1537574400,2018-09-22
37940071,1501175513,A2FBT9D8YNUZF2,4.0,1537574400,2018-09-22
37940070,1501175513,A1PQK13HPLNGP9,5.0,1537574400,2018-09-22
37940069,1501175513,A3PE9QVXA3HPRD,4.0,1537574400,2018-09-22
51266546,1524759724,A38Z7OZXPRQ9P1,5.0,1537574400,2018-09-22
37940066,1501175513,A3CFMIF6UF4UAK,5.0,1537574400,2018-09-22
37940065,1501175513,A13V3XXMVHQSNI,5.0,1537574400,2018-09-22
37940064,1501175513,A3LEE1VAQQQFGP,1.0,1537574400,2018-09-22
37940068,1501175513,AOO74BGA1WBSV,5.0,1537574400,2018-09-22
51273563,1250132746,A956O72VO20Y,4.0,1537574400,2018-09-22
37938673,1335474609,A38BLIS5VGGL84,5.0,1537574400,2018-09-22
51274630,1720316910,A2CDG1VJ2Y2D3U,4.0,1537574400,2018-09-22
37943137,1503901904,A2I6UQUJEYM5VX,5.0,1537574400,2018-09-22
51287362,B01E2DZJUQ,A1NERUFPO86G4K,5.0,1537574400,2018-09-22
51273993,1454929170,A7SNYRRH8QXI8,5.0,1537574400,2018-09-22
51273994,1454929170,A377IU2NFYXV3U,5.0,1537574400,2018-09-22
51273995,1454929170,A37M3X0CCOBJ5T,5.0,1537574400,2018-09-22
51274254,031643650X,A1MDTU6YEFB1Q0,5.0,1537574400,2018-09-22
51276300,B01CFIEXIY,A3DKULWNTDVC8G,5.0,1537574400,2018-09-22
51276299,B01CFIEXIY,A22NAAZ2NJ5Z0B,5.0,1537574400,2018-09-22
51276298,B01CFIEXIY,ABZEELPABWK0I,5.0,1537574400,2018-09-22
51274629,1720316910,A2LIEK2996UK04,5.0,1537574400,2018-09-22
51287582,B01E31009W,A2RVNUPOZ8E6YM,5.0,1537574400,2018-09-22
37938672,1335474609,A5XYA6HRR431G,5.0,1537574400,2018-09-22
51287811,B01E4IEH3Y,A2XRQSU3EEVY6X,5.0,1537574400,2018-09-22
51293014,B01EYSPXP0,A1HISQEQA5OBG3,5.0,1537574400,2018-09-22
51292466,B01EVQSYWY,A2W5IGVWYBIEIG,5.0,1537574400,2018-09-22
51275768,098278192X,A1KEN2G8RMFAMF,5.0,1537574400,2018-09-22
51305964,B01GKLS7ZM,A10VC3BIFE91L3,5.0,1537574400,2018-09-22
51291650,B01ERWIQN4,ANPSOL5C0Q9BK,3.0,1537574400,2018-09-22
51275212,172024023X,A2FJTTFAO82Z95,5.0,1537574400,2018-09-22
51275521,0692103589,A3IFG2LK9XK2SD,5.0,1537574400,2018-09-22
51289637,B01EGN2DN8,A192OM0SVE8QSO,5.0,1537574400,2018-09-22
51308121,B01GZ97UKW,AQRJTZD3Z9NHA,5.0,1537574400,2018-09-22
37943138,1503901904,A10VTZ1HZ5H7FR,4.0,1537574400,2018-09-22
37943139,1503901904,ADJP54AT399O3,5.0,1537574400,2018-09-22
37943140,1503901904,A2MHL3WWUENW50,5.0,1537574400,2018-09-22
37943141,1503901904,A1NGFQKZYMEA1S,5.0,1537574400,2018-09-22
37938671,1335474609,A2AYR1AJTGHA3U,5.0,1537574400,2018-09-22
51273525,1610399609,A3YIOIY1UEALX,5.0,1537574400,2018-09-22
51272367,006285156X,A2KK4XR4IORMVD,5.0,1537574400,2018-09-22
51306313,B01GNCI7N0,A3J4MZ4XS8BN,4.0,1537574400,2018-09-22
51276738,B01CIYURJE,A2DLNXGESPU1N8,5.0,1537574400,2018-09-22
51276737,B01CIYURJE,A2UFZYDFQUYZRK,1.0,1537574400,2018-09-22
51273747,1684330718,A1MPZVYE7A5YUO,5.0,1537574400,2018-09-22
51273748,1684330718,A1GSB3ETHC29B1,5.0,1537574400,2018-09-22
51273749,1684330718,A24CNLTCN7BE3J,5.0,1537574400,2018-09-22
37943152,1503901904,A1I1821JQN6ZXW,5.0,1537574400,2018-09-22
37943151,1503901904,A2ZU0N3L903UYB,5.0,1537574400,2018-09-22
37943150,1503901904,A3IDANEJLTGHUQ,4.0,1537574400,2018-09-22
37943149,1503901904,A2FHQI74OKE1XI,4.0,1537574400,2018-09-22
37943148,1503901904,A23VMRK19MOEVC,5.0,1537574400,2018-09-22
37943147,1503901904,A1K7QEJRUUR79I,5.0,1537574400,2018-09-22
37943146,1503901904,A25DARB9K9IPZV,5.0,1537574400,2018-09-22
37943145,1503901904,A20SMWBPMHFGAH,5.0,1537574400,2018-09-22
37943144,1503901904,AAGRE9NSOBT7B,5.0,1537574400,2018-09-22
