,item,user,rating,timestamp
91,B01FEKBMQ6,A3SCZI9HRFBDI9,4.0,1537833600
92,B01G7V1H0M,A1P5XENP595KUO,5.0,1537833600
93,B01FUYZ7DA,AV47EXGMXL2CO,5.0,1537833600
94,B01ENU0V5Q,AVI8IK922U0F0,2.0,1537833600
95,B01ENNQ274,AVD50751RAANF,5.0,1537833600
96,B01EO8DA0A,A1MYHT2OCYGAIP,4.0,1537833600
97,B01FZ9X8WC,A1788D88H1R2Q8,5.0,1537833600
98,B01ENU0V5Q,A29DX8TB7R55ML,5.0,1537833600
99,B01HA4LFB6,A1UGMFIR1BQ616,5.0,1537833600
100,B01D1VTNES,A3MM7NZT8BMYRL,4.0,1537833600
101,B01FMVR374,A3LNS561HMHQX7,5.0,1537833600
102,B01ENU0V5Q,A3EGWJV323ZNIH,5.0,1537833600
103,B01G4A8ZYC,A2JDFQ6RLM2XMK,5.0,1537833600
104,B01HA4P9VI,A2C78G976BYRWW,5.0,1537833600
105,B01D4SHQBK,A1QER00KMRY3UH,2.0,1537833600
106,B01D1T9NP4,AEMR482CXXF1S,3.0,1537833600
107,B01ENU0V5Q,A32X23KJSWIHF9,5.0,1537747200
108,B01ENU0V5Q,A1PQ47GHQ0EU4,4.0,1537747200
109,B01FOHMEJ8,A31V4NQQXCCZXA,5.0,1537747200
110,B01DS3WC56,A37ZB63GRU5J5Y,5.0,1537747200
111,1503901904,A1K6GZLXK48IA8,5.0,1537747200
112,1503901904,A279U3Y3J1WMVF,5.0,1537747200
113,1503901904,A1RD6VGJ4VGYWK,5.0,1537747200
114,B01HA4LFB6,A1HQ31574BHA2R,5.0,1537747200
115,B01G7V1H0M,A2UPJHEHLZTTZW,5.0,1537747200
116,B01G7V1H0M,A3DCJ2UFUGSN72,4.0,1537747200
117,B01ENU0V5Q,A3DY7TRU2XLM4D,4.0,1537747200
118,B01DH7M9TW,A1TF56NOL4UGUN,5.0,1537747200
119,B01ENU0V5Q,A1ZO46LE6E4NSH,5.0,1537747200
120,B01FKT9TW0,A3O0898T7NA7GB,5.0,1537747200
121,B01ENU0V5Q,A1FXBS7GHDDKFI,5.0,1537747200
122,1982944536,AWEBVBXFYK88P,3.0,1537747200
123,B01ENU0V5Q,ARZUA76BAB80N,5.0,1537747200
124,B01CIYURJE,AP5UVDOBFDFGB,3.0,1537747200
125,098278192X,A20GJTY1ZKD233,5.0,1537747200
126,B01F795MKQ,A3CM9ZABKBZYK0,5.0,1537747200
127,098278192X,AMXPY2J2KB5M3,5.0,1537747200
128,B01CJK9QIK,A1IBC4C71JAFS1,5.0,1537747200
129,B01GW712JW,A1J1DIJMYKCB9J,5.0,1537747200
130,B01GW712JW,A2A86JP64IQDD4,4.0,1537747200
131,B01D27FGUQ,A2OMJVCBT09JTU,5.0,1537747200
132,B01HB9Q7CW,A1WAJWOFBE4PPR,5.0,1537747200
133,B01HB9Q7CW,A1QM7BI8JKPEDA,5.0,1537747200
134,1720316910,A1TM4A904KN3YU,4.0,1537747200
135,B01GVXMNWC,A35NNTSQ9PGIEF,4.0,1537747200
136,B01FGM4H4Q,A2J5LM2DCUM1GL,5.0,1537747200
137,B01ENU0V5Q,AMI929LFF76I6,5.0,1537747200
138,031643650X,A294Z6I8NC4DWL,5.0,1537747200
139,B01FGLSLPI,A2G2YBTLLVIB7Z,4.0,1537747200
140,B01FFXBYAG,A1M2S5KRXZVRKN,5.0,1537747200
141,B01FMVUECK,A1WUSP1GHE7H7E,4.0,1537747200
142,0764212974,A2G5NHPSJNEPQN,5.0,1537660800
143,006285156X,ATD1KGV00A90R,5.0,1537660800
144,B01CMJIBJ8,A3T2YFVM9VYQC3,5.0,1537660800
145,B01H7UJB78,A128P3QEQSQ7ZR,5.0,1537660800
146,1335474609,A2748AP5BY6NU9,5.0,1537660800
147,1501175513,A1SN660SYU68J6,4.0,1537660800
148,006285156X,A1EOHHBY60LMVQ,5.0,1537660800
149,1335474609,AF7IKL1FN52K7,5.0,1537660800
150,1501175513,AJ99N21IJ1KVN,5.0,1537660800
151,1501175513,AJQ9WH0FR3DCV,5.0,1537660800
152,1501175513,A2JPLJJJ6DYPNP,5.0,1537660800
153,1501175513,A2EV0J8LK55G9Q,5.0,1537660800
154,1501175513,A1G37DFO8MQW0M,5.0,1537660800
155,006285156X,A18QIB8TNNIQTD,5.0,1537660800
156,B01DIK0T4K,A2PDVMX3CI7H19,4.0,1537660800
157,006285156X,A1BR0GWJO5UK5I,5.0,1537660800
158,1501175513,A2LIHDBMT3HJ3Z,5.0,1537660800
159,1501175513,AEG8ZX35MR3N4,2.0,1537660800
160,1501175513,A3DUJ6602TN0UN,5.0,1537660800
161,1501175513,A5UDNC7824XS9,4.0,1537660800
162,1501175513,AGX101NKUYZ5F,4.0,1537660800
163,1501175513,A3OD2B8A0LKSHA,4.0,1537660800
164,1501175513,A22M9ASBDE287J,5.0,1537660800
165,1501175513,A299UJ70Q5GZ8Q,3.0,1537660800
166,1501175513,A1I8XOKIDURFA,5.0,1537660800
167,1501175513,A2UKKYS5PTCJ64,5.0,1537660800
168,1628655240,A2ZEYDYE28S7B2,5.0,1537660800
169,1580898076,A3AZI828WJN1CD,3.0,1537660800
170,1501175513,A1F4OZPKH3CSKB,5.0,1537660800
171,1628655240,A1UPHYCXYYECEK,5.0,1537660800
172,1727062140,A1AGND5RL6P2CA,5.0,1537660800
173,1727062140,A1O1ZVCUYYKXMM,5.0,1537660800
174,1727062140,A9M1I8GOTQ7F5,5.0,1537660800
175,1501175513,A3FYJ51Q27JHZM,5.0,1537660800
176,098278192X,A1A4J0APYGJGDV,5.0,1537660800
177,1501175513,A3PVNAH1XH34FM,5.0,1537660800
178,1503901904,ARE71AD3XU7W3,5.0,1537660800
179,1503901904,A3LO34NPAH2Z19,5.0,1537660800
180,1503901904,A369HJH56USYP9,5.0,1537660800
181,1503901904,ALRT0F1J2BEN5,5.0,1537660800
182,1501175513,A7OU78H2MYFLX,5.0,1537660800
183,1503901904,A1QPCI7K54Z4B,5.0,1537660800
184,1503901904,A15ORM6PIO5VUX,5.0,1537660800
185,1501175513,A2UY1QTW6M0UKO,3.0,1537660800
186,1717817874,A2ZTVC2P4SHPSL,5.0,1537660800
187,1501175513,A3FLDMK5CA21N3,4.0,1537660800
188,1789330165,A3KJLQ0BJBCPXW,5.0,1537660800
189,1501175513,A345UHP2RP5QIN,5.0,1537660800
190,B01C6LCQSY,A3FA93L7JWESR,4.0,1537660800
191,B01FKRE2KG,A3VLTGP10HG2N7,5.0,1537660800
192,1503901904,A5ECS1R7F1TUD,5.0,1537660800
193,1503901904,A21NHTBN82JUQG,5.0,1537660800
194,1503901904,A3S3XNNHSRNWBN,5.0,1537660800
195,1501175513,A1OWOOQAPFEYU6,3.0,1537660800
196,1684330718,A1Q8W9UWRIB11F,5.0,1537660800
197,1684330718,A2ZN6C51PHTKA6,2.0,1537660800
198,1503901904,A1V0VIDWAWBZR8,5.0,1537660800
199,1501175513,APB6Z7Y62M4K7,1.0,1537660800
200,1501175513,A12EZ70U9YA88W,3.0,1537660800
201,B01FYBQZAS,ABI4G54VGVNKQ,4.0,1537660800
202,B01CFIEXIY,A1E9CKDI3NDJ89,4.0,1537660800
203,B01CFIEXIY,AORB0Y788FNIB,5.0,1537660800
204,1501175513,A807LED2SWG39,5.0,1537660800
205,098278192X,A1ZVQD4LPGHEW3,5.0,1537660800
206,098278192X,A3BCTYI3IKVG1M,5.0,1537660800
207,098278192X,A33UUFWY9AS2EE,5.0,1537660800
208,1501175513,A23FMWIWKK9P8E,5.0,1537660800
209,1501175513,A3ODL5P80XON69,2.0,1537660800
210,1501175513,A2SUXMERB0A050,5.0,1537660800
211,1501175513,A2DQ8FJKFG5A5N,5.0,1537660800
212,1501175513,A1JAEIZRO6QB99,5.0,1537660800
213,1501175513,A2S7S054M676IB,5.0,1537660800
214,1501175513,A3OS370I4HMHFB,5.0,1537660800
215,8448849752,A1Y1MLB7D7SHPJ,5.0,1537660800
216,1138956228,A1ROBJYW9X0H04,5.0,1537660800
217,B01C8ZNEGG,A1PEGMVRBWNMR7,4.0,1537660800
218,1419732498,A1OCGE4EAUBV7Y,5.0,1537660800
219,1682640353,A1JQ34XETRII6O,5.0,1537660800
220,1610399609,A213HM1KL9BFM9,5.0,1537660800
221,B01C6LCQSY,A1MXW3BGAZW44D,5.0,1537660800
222,1580898076,A2SAKMIORBVC1Z,3.0,1537660800
223,B01ENNQ274,A3VY8Y9CQPF5T8,4.0,1537660800
224,B01EV5F2XY,A1PB9PQ4WIBFW9,5.0,1537660800
225,B01D1VTNES,A3B86YCG0JUGPA,4.0,1537660800
226,B01FGM4H4Q,A62C4R7U9KHGZ,5.0,1537660800
227,B01GW712JW,A39DQQY9XYOFJH,2.0,1537660800
228,B01GW712JW,A8X28WOP8W4C6,4.0,1537660800
229,B01ENU0V5Q,A3TLHY21NG0DC3,5.0,1537660800
230,B01ENU0V5Q,A3PQRNU6LS713U,5.0,1537660800
231,B01FGM4H4Q,AE8STY1FYA73M,5.0,1537660800
232,B01F4GLZJO,A1P1EAVNPRJ9OK,4.0,1537660800
233,B01GLVJ0GQ,A2RHKC61H578V7,5.0,1537660800
234,B01FGM4H4Q,AXHPGJHLI4BGK,5.0,1537660800
235,B01GDOQZ28,A1ZK4LO7QBLB9O,5.0,1537660800
236,B01GZ97UKW,AULS5BFRFSOE,5.0,1537660800
237,B01GDOQZ28,AN6YG3PBXMX19,5.0,1537660800
238,B01HH8GJ20,A13Q1P2IAH8KE6,4.0,1537574400
239,1501175513,A1ZNXM5PEJQUN7,5.0,1537574400
240,1501175513,A3EIEZAOTKTMLL,5.0,1537574400
241,B01DJS9KJ6,A3K7PWRX8GXJZP,5.0,1537574400
242,1501175513,AYQF7K4U9E12D,5.0,1537574400
243,1501175513,A3S3BCBT6LSV88,1.0,1537574400
244,1501175513,AH5N6WR6ZXG7T,5.0,1537574400
245,1501175513,AZ7MBVM9VU3E8,5.0,1537574400
246,1501175513,A3NCNTWHIKMT94,5.0,1537574400
247,1501175513,A2Z1QF6DR4IAUZ,5.0,1537574400
248,1501175513,A35BYHVZARCL39,5.0,1537574400
249,1501175513,A3JJ9NLO8YT4LH,5.0,1537574400
250,1501175513,A38W8NS065PQC7,2.0,1537574400
251,1501175513,AGE9CGK9IAUUJ,5.0,1537574400
252,006285156X,A2IS0HMGVYJKV7,5.0,1537574400
253,1335474609,A109AZNBTD6DQZ,5.0,1537574400
254,006285156X,A3VVO2AAIE7LIZ,5.0,1537574400
255,1335474609,A1COOVMO0QJUIV,5.0,1537574400
256,1335474609,AXI1VOQ64JLIT,5.0,1537574400
257,1335474609,A47AFZ174KMXR,5.0,1537574400
258,B01G7V1H0M,A1UO99SJWDW1G1,5.0,1537574400
259,B01G7V1H0M,A1FO9GC1J8PRG5,5.0,1537574400
260,006285156X,A35KPRO44ILLLJ,5.0,1537574400
261,1501175513,A305NG4THHAH0O,5.0,1537574400
262,1501175513,A1BGG7XROGYBC6,5.0,1537574400
263,1501175513,A2NCUPKSHWT1SY,4.0,1537574400
264,1501175513,A2SWQIG9T6IQ4T,5.0,1537574400
265,1501175513,A3NU026OT9LVC,5.0,1537574400
266,1501175513,A132FIF7PBEC0Y,4.0,1537574400
267,1501175513,A31D4XUY4UGIY0,5.0,1537574400
268,1501175513,A1R38PNIDDPG67,5.0,1537574400
269,B01C2GFP5Y,A2GPHHDU9A4Y0K,5.0,1537574400
270,B01CX3B320,A34AXZXHBGF7FM,5.0,1537574400
271,1501175513,A3ROXAQX3S7R5V,5.0,1537574400
272,1501175513,A2OANP7F2MWP1P,5.0,1537574400
273,006285156X,A1VV7SABCH11X7,5.0,1537574400
274,1501175513,A2Y9TY0EJP9KRB,1.0,1537574400
275,1501175513,A1S5U72FW8ZGDT,5.0,1537574400
276,1501175513,A2PDW41C5ZOMM7,5.0,1537574400
277,1501175513,A211GMNT1HY28Q,5.0,1537574400
278,1501175513,A15D36AZFTEIGL,5.0,1537574400
279,1501175513,A2FBT9D8YNUZF2,4.0,1537574400
280,1501175513,A1PQK13HPLNGP9,5.0,1537574400
281,1501175513,A3PE9QVXA3HPRD,4.0,1537574400
282,1524759724,A38Z7OZXPRQ9P1,5.0,1537574400
283,1501175513,A3CFMIF6UF4UAK,5.0,1537574400
284,1501175513,A13V3XXMVHQSNI,5.0,1537574400
285,1501175513,A3LEE1VAQQQFGP,1.0,1537574400
286,1501175513,AOO74BGA1WBSV,5.0,1537574400
287,1250132746,A956O72VO20Y,4.0,1537574400
288,1335474609,A38BLIS5VGGL84,5.0,1537574400
289,1720316910,A2CDG1VJ2Y2D3U,4.0,1537574400
290,1503901904,A2I6UQUJEYM5VX,5.0,1537574400
291,B01E2DZJUQ,A1NERUFPO86G4K,5.0,1537574400
292,1454929170,A7SNYRRH8QXI8,5.0,1537574400
293,1454929170,A377IU2NFYXV3U,5.0,1537574400
294,1454929170,A37M3X0CCOBJ5T,5.0,1537574400
295,031643650X,A1MDTU6YEFB1Q0,5.0,1537574400
296,B01CFIEXIY,A3DKULWNTDVC8G,5.0,1537574400
297,B01CFIEXIY,A22NAAZ2NJ5Z0B,5.0,1537574400
298,B01CFIEXIY,ABZEELPABWK0I,5.0,1537574400
299,1720316910,A2LIEK2996UK04,5.0,1537574400
300,B01E31009W,A2RVNUPOZ8E6YM,5.0,1537574400
301,1335474609,A5XYA6HRR431G,5.0,1537574400
302,B01E4IEH3Y,A2XRQSU3EEVY6X,5.0,1537574400
303,B01EYSPXP0,A1HISQEQA5OBG3,5.0,1537574400
304,B01EVQSYWY,A2W5IGVWYBIEIG,5.0,1537574400
305,098278192X,A1KEN2G8RMFAMF,5.0,1537574400
306,B01GKLS7ZM,A10VC3BIFE91L3,5.0,1537574400
307,B01ERWIQN4,ANPSOL5C0Q9BK,3.0,1537574400
308,172024023X,A2FJTTFAO82Z95,5.0,1537574400
309,0692103589,A3IFG2LK9XK2SD,5.0,1537574400
310,B01EGN2DN8,A192OM0SVE8QSO,5.0,1537574400
311,B01GZ97UKW,AQRJTZD3Z9NHA,5.0,1537574400
312,1503901904,A10VTZ1HZ5H7FR,4.0,1537574400
313,1503901904,ADJP54AT399O3,5.0,1537574400
314,1503901904,A2MHL3WWUENW50,5.0,1537574400
315,1503901904,A1NGFQKZYMEA1S,5.0,1537574400
316,1335474609,A2AYR1AJTGHA3U,5.0,1537574400
317,1610399609,A3YIOIY1UEALX,5.0,1537574400
318,006285156X,A2KK4XR4IORMVD,5.0,1537574400
319,B01GNCI7N0,A3J4MZ4XS8BN,4.0,1537574400
320,B01CIYURJE,A2DLNXGESPU1N8,5.0,1537574400
321,B01CIYURJE,A2UFZYDFQUYZRK,1.0,1537574400
322,1684330718,A1MPZVYE7A5YUO,5.0,1537574400
323,1684330718,A1GSB3ETHC29B1,5.0,1537574400
324,1684330718,A24CNLTCN7BE3J,5.0,1537574400
325,1503901904,A1I1821JQN6ZXW,5.0,1537574400
326,1503901904,A2ZU0N3L903UYB,5.0,1537574400
327,1503901904,A3IDANEJLTGHUQ,4.0,1537574400
328,1503901904,A2FHQI74OKE1XI,4.0,1537574400
329,1503901904,A23VMRK19MOEVC,5.0,1537574400
330,1503901904,A1K7QEJRUUR79I,5.0,1537574400
331,1503901904,A25DARB9K9IPZV,5.0,1537574400
332,1503901904,A20SMWBPMHFGAH,5.0,1537574400
333,1503901904,AAGRE9NSOBT7B,5.0,1537574400
334,1503901904,A2ZUTFX8FLWH3R,5.0,1537574400
335,B01DFCMS5E,A1RGXYJROWNFGH,5.0,1537574400
336,1503901904,A3FXWQY48P05F7,4.0,1537574400
337,006285156X,A394BYAU5GAATQ,5.0,1537574400
338,1501175513,A3R6USGQB3U5XL,5.0,1537574400
339,1335474609,ATZ9GFD1WDLC8,5.0,1537574400
340,1719830150,AP9C4C8UNZF2Q,5.0,1537574400
341,0692989927,A2JJB99DGK8BD4,5.0,1537574400
342,1501175513,AJJ7OWTIVUGTH,5.0,1537574400
343,1501175513,AMWFGABEFI35O,5.0,1537574400
344,1501175513,A11A19V97RL8YS,5.0,1537574400
345,1335474609,A29XOP49GFGA6Y,5.0,1537574400
346,1335474609,A3FP7O7ECZGYTA,5.0,1537574400
347,1722645784,A1V6WHUJTTRXMC,4.0,1537574400
348,1335474609,A3EY9KLYEROP4Q,5.0,1537574400
349,1335474609,A47G294BY1NMS,5.0,1537574400
350,1732567409,A2R471DMZZFTZY,5.0,1537574400
351,1501175513,AT502RUULU5PX,5.0,1537574400
352,1501175513,A2JZGJHZSURPXM,5.0,1537574400
353,B01CWYTJVW,A2YDXSF45D3KX,1.0,1537574400
354,1539072436,A15Z1SJNIKWH4S,5.0,1537574400
355,1628655240,A340YX57MM0E6N,5.0,1537574400
356,0932887554,A36SYSVLEW5LJ0,1.0,1537574400
357,1727062140,A3TM3598KGG598,5.0,1537574400
358,1335474609,A2U6DK3YJGENS1,5.0,1537574400
359,1524759724,A337290KI83LO9,5.0,1537574400
360,0692140816,A13HOJ539ZGRQ3,5.0,1537574400
361,1937592812,A1E7O8H7JG8PYL,4.0,1537574400
362,1335474609,A2EOSI04K9L4IS,5.0,1537574400
363,0692140816,A374VKQ6IT5OQR,5.0,1537574400
364,1727062140,A9IXTXD12GMPS,5.0,1537574400
365,1465473416,A1HA32L1GS32GT,5.0,1537574400
366,1335474609,A1N9Q7IHPO7E01,4.0,1537574400
367,1982108207,A2FEFENHX4OCJR,2.0,1537488000
368,0440000785,A17BHXEZZKSD48,5.0,1537488000
369,1501175513,ASFH9P54G32QL,4.0,1537488000
370,1501175513,A3OMOQJ8SZ54VT,3.0,1537488000
371,B01HHNZOM6,AP6EM2EUT0MLC,5.0,1537488000
372,0440000785,A2RKXJ9QPOTBZP,4.0,1537488000
373,1501175513,A2P0EE3NX7PAIS,5.0,1537488000
374,1503901904,AWUXUIHZU26PY,5.0,1537488000
375,1503901904,A264B4HKQZPINM,5.0,1537488000
376,1503901904,A3W132SF39A43G,4.0,1537488000
377,1684330718,AIVBMXYCVSFLN,4.0,1537488000
378,1503901904,A36I9K17QDQOKQ,5.0,1537488000
379,1503901904,A3FCW3DSINU2NL,5.0,1537488000
380,1503901904,A1CI0Y0NPBF6WA,5.0,1537488000
381,1503901904,A294FE2Z94J2WP,5.0,1537488000
382,1503901904,A35ZH2EWBG7X3F,4.0,1537488000
383,1503901904,AX6M5J1VCSU8Y,5.0,1537488000
384,1503901904,A6EO9DWHUW9PA,4.0,1537488000
385,006285156X,A14ZLVBCU0TKXK,5.0,1537488000
386,1503901904,A3HDJ29VNR7GW7,5.0,1537488000
387,1503901904,A1YFY4U0I85C21,5.0,1537488000
388,1503901904,A1EBJKQ9Y59OU5,5.0,1537488000
389,1503901904,A2XVE2ZET2YQ5I,5.0,1537488000
390,1503901904,A2UUO90EBK5Z8A,5.0,1537488000
391,1503901904,AUH8IK46Z6V9R,4.0,1537488000
392,006285156X,A1LEAO71U6JGE3,5.0,1537488000
393,1503901904,A1DKQ3R9TR8V56,5.0,1537488000
394,1503901904,A2QVRNV3Y1O7YC,5.0,1537488000
395,1642250201,A12K3RZYPFY7K4,5.0,1537488000
396,1335474609,A3PGFRVNROQATY,4.0,1537488000
397,006285156X,A2YWUHYUMF3G6M,5.0,1537488000
398,1501175513,A30J7WQV0ZNRXG,5.0,1537488000
399,098278192X,A328K59SAC9WS8,5.0,1537488000
400,098278192X,A2GNRJCGGNXW6G,5.0,1537488000
401,098278192X,AVYZG1WW86ERV,5.0,1537488000
402,1501175513,ASVZ3A3HKPQ8S,5.0,1537488000
403,1501175513,A2XJ7XZF6KWPCA,4.0,1537488000
404,1501175513,A1Z0JQZ7JE1I2W,4.0,1537488000
405,1501175513,ADNRDW6QIJ24Q,4.0,1537488000
406,1501175513,A1OE51UYUU4KR8,5.0,1537488000
407,1501175513,ATERDYKM0A5O3,5.0,1537488000
408,1524759724,A2ZRO8EI43RPVC,5.0,1537488000
409,172024023X,A2JGOLMIXIWZTL,5.0,1537488000
410,172024023X,A10X1UOGE5R213,5.0,1537488000
411,1524759724,A2UEPV4WSQ24NN,5.0,1537488000
412,B01EGCVS8U,AJO0Q6AFEBNQB,5.0,1537488000
413,1524759724,A2CJIPSYU5BJ4Z,5.0,1537488000
414,1524759724,A37A4KNEZXKDKI,5.0,1537488000
415,B01FOHMEJ8,A3RRTYG1VV95R3,5.0,1537488000
416,1501175513,A22R6MVN90OW24,5.0,1537488000
417,1509810013,A3B6594P8BBYWT,5.0,1537488000
418,006285156X,A18PDFDON6H7P5,5.0,1537488000
419,1501175513,A2TIDCINAVYN33,5.0,1537488000
420,B01C6D0KFS,AZVYPVV1WXBWN,5.0,1537488000
421,1642250201,A2J5HYNOMQOOSV,5.0,1537488000
422,B01E2G9S1O,A3F5E6Z2S6QDZS,4.0,1537488000
423,0692076034,AOSIOPXOD1I5F,5.0,1537488000
424,1501175513,A670FJSTN4VGD,4.0,1537488000
425,197388836X,A1JGTJV3QL0MPA,5.0,1537488000
426,B01GLVJ0GQ,A2ZTXEWYP46AV9,4.0,1537488000
427,1501175513,A31PNBEM5QWP1H,3.0,1537488000
428,031643650X,A2Y7JZTQJU68A7,5.0,1537488000
429,031643650X,A2PV76HQ3L10Q8,5.0,1537488000
430,B01GW712JW,A24W4UUTTW8FL5,4.0,1537488000
431,1501175513,A1H1003CEP8YHS,5.0,1537488000
432,1501175513,A2TQV5M2YYTMRI,5.0,1537488000
